propagator type,test type,domain group,test id,timeout,runtime,requested solutions,solutions,propagations,nodes,failures,peak depth
AdvModulo,B,13,16,False,6.583,16,0,247073,245749,122875,17
Linear,B,13,16,False,2.523,16,16,19850,19848,9906,13
Modulo,B,13,16,False,5.867,16,0,247073,245749,122875,17
AdvModulo,B,13,17,False,2.799,16,16,342248,215362,107663,13
Linear,B,13,17,False,1.582,16,16,215537,215362,107663,13
Modulo,B,13,17,False,2.534,16,16,342248,215362,107663,13
AdvModulo,B,13,18,True,10.001,16,0,849343,845118,422558,17
Linear,B,13,18,False,0.267,16,16,6072,6070,3017,13
Modulo,B,13,18,True,10.001,16,0,913543,908998,454498,17
AdvModulo,B,13,19,True,20.054,16,0,113461,112625,56312,10
Linear,B,13,19,False,0.082,16,16,2878,2876,1420,13
Modulo,B,13,19,True,17.169,16,0,113461,112625,56312,10
AdvModulo,B,13,1,False,0.0,16,0,0,0,1,0
Linear,B,13,1,False,0.0,16,0,0,0,1,0
Modulo,B,13,1,False,0.0,16,0,0,0,1,0
AdvModulo,B,13,20,True,16.841,16,0,5502,5466,2732,18
Linear,B,13,20,True,10.001,16,0,131523,131521,65758,13
Modulo,B,13,20,True,15.684,16,0,5502,5466,2732,18
AdvModulo,B,13,21,True,10.001,16,0,733555,725789,362893,13
Linear,B,13,21,False,0.479,16,16,5120,5118,2541,13
Modulo,B,13,21,True,10.001,16,0,813049,804572,402284,13
AdvModulo,B,13,22,False,0.494,16,0,31122,30947,15474,9
Linear,B,13,22,False,0.244,16,16,16114,16112,8038,13
Modulo,B,13,22,False,0.424,16,0,31122,30947,15474,9
AdvModulo,B,13,23,False,7.684,16,16,655876,652575,326270,11
Linear,B,13,23,False,0.048,16,16,3804,3802,1883,13
Modulo,B,13,23,False,6.856,16,16,655876,652575,326270,11
AdvModulo,B,13,24,False,0.043,16,16,2192,1436,700,13
Linear,B,13,24,False,0.044,16,16,1438,1436,700,13
Modulo,B,13,24,False,0.06,16,16,2192,1436,700,13
AdvModulo,B,13,25,False,4.548,16,16,516197,315424,157694,13
Linear,B,13,25,False,2.303,16,16,315979,315424,157694,13
Modulo,B,13,25,False,3.837,16,16,516197,315424,157694,13
AdvModulo,B,13,26,True,10.002,16,0,967026,955550,477773,13
Linear,B,13,26,False,0.251,16,16,3190,3188,1576,13
Modulo,B,13,26,True,10.001,16,0,1041831,1029115,514555,13
AdvModulo,B,13,27,False,0.271,16,0,20898,20801,10401,9
Linear,B,13,27,False,0.605,16,16,34104,34102,17033,13
Modulo,B,13,27,False,0.231,16,0,20898,20801,10401,9
AdvModulo,B,13,28,True,10.001,16,0,869398,863833,431915,18
Linear,B,13,28,True,10.002,16,0,195682,195680,97838,13
Modulo,B,13,28,True,10.001,16,0,1011925,1005423,502710,18
AdvModulo,B,13,29,False,0.036,16,16,2582,2350,1157,16
Linear,B,13,29,False,0.163,16,16,18420,18418,9191,14
Modulo,B,13,29,False,0.039,16,16,2582,2350,1157,16
AdvModulo,B,13,2,False,0.005,16,16,62,34,0,10
Linear,B,13,2,False,0.005,16,16,35,34,0,10
Modulo,B,13,2,False,0.013,16,16,62,34,0,10
AdvModulo,B,13,30,True,10.001,16,0,894024,889562,444779,11
Linear,B,13,30,False,0.248,16,16,7058,7056,3510,13
Modulo,B,13,30,True,10.002,16,0,981046,976151,488074,11
AdvModulo,B,13,31,False,0.009,16,16,65,36,0,11
Linear,B,13,31,False,0.004,16,16,37,36,0,11
Modulo,B,13,31,False,0.011,16,16,65,36,0,11
AdvModulo,B,13,33,True,10.01,16,0,1551191,343861,171929,10
Linear,B,13,33,True,10.001,16,0,1719475,522123,261060,10
Modulo,B,13,33,True,10.002,16,0,2004559,450046,225022,10
AdvModulo,B,13,35,False,0.016,16,16,2539,548,257,10
Linear,B,13,35,False,0.014,16,16,2070,548,257,10
Modulo,B,13,35,False,0.019,16,16,2539,548,257,10
AdvModulo,B,13,37,True,10.002,16,0,4536648,404725,202361,10
Linear,B,13,37,True,10.001,16,0,6757570,692758,346378,10
Modulo,B,13,37,True,10.001,16,0,4896245,438658,219328,10
AdvModulo,B,13,38,False,0.008,16,16,64,35,0,11
Linear,B,13,38,False,0.004,16,16,36,35,0,11
Modulo,B,13,38,False,0.025,16,16,64,35,0,11
AdvModulo,B,13,39,False,0.005,16,16,64,35,0,11
Linear,B,13,39,False,0.004,16,16,36,35,0,11
Modulo,B,13,39,False,0.015,16,16,64,35,0,11
AdvModulo,B,13,3,False,0.004,16,16,49,32,0,1
Linear,B,13,3,False,0.005,16,16,32,32,0,1
Modulo,B,13,3,False,0.014,16,16,49,32,0,1
AdvModulo,B,13,40,False,0.006,16,16,65,35,0,11
Linear,B,13,40,False,0.003,16,16,36,35,0,11
Modulo,B,13,40,False,0.02,16,16,65,35,0,11
AdvModulo,B,13,41,False,0.005,16,16,72,35,0,9
Linear,B,13,41,False,0.004,16,16,36,35,0,9
Modulo,B,13,41,False,0.018,16,16,72,35,0,9
AdvModulo,B,13,42,False,0.003,16,16,69,35,0,11
Linear,B,13,42,False,0.003,16,16,36,35,0,11
Modulo,B,13,42,False,0.011,16,16,69,35,0,11
AdvModulo,B,13,43,False,0.004,16,16,64,35,0,11
Linear,B,13,43,False,0.007,16,16,36,35,0,11
Modulo,B,13,43,False,0.02,16,16,64,35,0,11
AdvModulo,B,13,44,False,0.004,16,16,64,35,0,11
Linear,B,13,44,False,0.004,16,16,36,35,0,11
Modulo,B,13,44,False,0.022,16,16,64,35,0,11
AdvModulo,B,13,45,False,0.004,16,16,64,35,0,11
Linear,B,13,45,False,0.004,16,16,36,35,0,11
Modulo,B,13,45,False,0.015,16,16,64,35,0,11
AdvModulo,B,13,46,False,0.005,16,16,71,35,0,11
Linear,B,13,46,False,0.005,16,16,36,35,0,11
Modulo,B,13,46,False,0.011,16,16,71,35,0,11
AdvModulo,B,13,47,False,0.005,16,16,64,35,0,11
Linear,B,13,47,False,0.005,16,16,36,35,0,11
Modulo,B,13,47,False,0.011,16,16,64,35,0,11
AdvModulo,B,13,48,False,0.008,16,16,69,37,1,12
Linear,B,13,48,False,0.008,16,16,39,37,1,12
Modulo,B,13,48,False,0.009,16,16,69,37,1,12
AdvModulo,B,13,49,False,0.014,16,16,69,35,0,11
Linear,B,13,49,False,0.011,16,16,36,35,0,11
Modulo,B,13,49,False,0.01,16,16,69,35,0,11
AdvModulo,B,13,4,False,5.968,16,16,730166,398612,199287,17
Linear,B,13,4,False,2.921,16,16,411394,398612,199287,17
Modulo,B,13,4,False,5.696,16,16,730166,398612,199287,17
AdvModulo,B,13,50,False,0.004,16,16,68,35,0,11
Linear,B,13,50,False,0.006,16,16,36,35,0,11
Modulo,B,13,50,False,0.01,16,16,68,35,0,11
AdvModulo,B,13,5,False,0.006,16,16,75,40,0,14
Linear,B,13,5,False,0.005,16,16,42,40,0,14
Modulo,B,13,5,False,0.013,16,16,75,40,0,14
AdvModulo,B,13,6,False,0.0,16,0,0,0,1,0
Linear,B,13,6,False,0.001,16,0,0,0,1,0
Modulo,B,13,6,False,0.0,16,0,0,0,1,0
AdvModulo,B,13,7,False,0.005,16,16,78,41,4,3
Linear,B,13,7,False,0.007,16,16,80,79,23,6
Modulo,B,13,7,False,0.011,16,16,78,41,4,3
AdvModulo,B,13,8,False,0.001,16,3,18,11,3,1
Linear,B,13,8,False,0.001,16,3,11,11,3,1
Modulo,B,13,8,False,0.003,16,3,18,11,3,1
AdvModulo,B,13,9,False,0.008,16,16,82,37,0,10
Linear,B,13,9,False,0.006,16,16,39,37,0,10
Modulo,B,13,9,False,0.013,16,16,82,37,0,10
AdvModulo,B,14,0,False,0.0,16,0,0,0,1,0
Linear,B,14,0,False,0.0,16,0,0,0,1,0
Modulo,B,14,0,False,0.001,16,0,0,0,1,0
AdvModulo,B,14,10,False,0.009,16,16,660,411,188,13
Linear,B,14,10,False,0.007,16,16,413,411,188,13
Modulo,B,14,10,False,0.016,16,16,660,411,188,13
AdvModulo,B,14,11,True,10.002,16,0,990182,986438,493217,13
Linear,B,14,11,False,0.248,16,16,1599,1598,781,11
Modulo,B,14,11,True,10.002,16,0,1025520,1021632,510814,13
AdvModulo,B,14,12,True,12.711,16,0,272,251,124,12
Linear,B,14,12,True,10.005,16,0,199604,199602,99799,13
Modulo,B,14,12,True,12.518,16,0,272,251,124,12
AdvModulo,B,14,13,True,10.001,16,0,903542,897709,448853,11
Linear,B,14,13,False,2.537,16,16,48102,48099,24031,13
Modulo,B,14,13,True,10.002,16,0,919309,913362,456679,11
AdvModulo,B,14,14,True,10.001,16,0,988978,986502,493250,10
Linear,B,14,14,False,0.143,16,16,1383,1382,673,11
Modulo,B,14,14,True,10.001,16,0,909338,907062,453530,10
AdvModulo,B,14,15,False,0.243,16,16,29276,15530,7747,16
Linear,B,14,15,False,0.128,16,16,15582,15530,7747,16
Modulo,B,14,15,False,0.245,16,16,29276,15530,7747,16
AdvModulo,B,14,16,True,10.001,16,0,413348,412211,206104,17
Linear,B,14,16,False,7.386,16,16,32430,32428,16196,13
Modulo,B,14,16,True,10.001,16,0,447332,446091,223044,17
AdvModulo,B,14,17,False,2.823,16,16,342248,215362,107663,13
Linear,B,14,17,False,1.694,16,16,215537,215362,107663,13
Modulo,B,14,17,False,2.523,16,16,342248,215362,107663,13
AdvModulo,B,14,18,True,10.001,16,0,903568,901298,450648,17
Linear,B,14,18,False,0.114,16,16,1520,1518,741,13
Modulo,B,14,18,True,10.001,16,0,910036,907750,453874,17
AdvModulo,B,14,19,True,20.155,16,0,421117,419593,209796,10
Linear,B,14,19,False,0.063,16,16,1379,1378,671,11
Modulo,B,14,19,True,22.374,16,0,421117,419593,209796,10
AdvModulo,B,14,1,False,0.0,16,0,0,0,1,0
Linear,B,14,1,False,0.0,16,0,0,0,1,0
Modulo,B,14,1,False,0.001,16,0,0,0,1,0
AdvModulo,B,14,20,True,15.136,16,0,19750,19690,9844,18
Linear,B,14,20,True,10.001,16,0,64648,64646,32321,13
Modulo,B,14,20,True,16.228,16,0,19750,19690,9844,18
AdvModulo,B,14,21,True,10.001,16,0,784813,778882,389439,11
Linear,B,14,21,False,0.562,16,16,3662,3660,1812,13
Modulo,B,14,21,True,10.001,16,0,819669,813481,406739,11
AdvModulo,B,14,22,False,2.645,16,0,211037,210429,105215,9
Linear,B,14,22,False,0.221,16,16,16114,16112,8038,13
Modulo,B,14,22,False,2.79,16,0,211037,210429,105215,9
AdvModulo,B,14,23,True,10.001,16,5,1008037,1005502,502744,11
Linear,B,14,23,False,0.041,16,16,2185,2184,1074,11
Modulo,B,14,23,True,10.002,16,4,985375,982906,491447,11
AdvModulo,B,14,24,False,0.031,16,16,1167,760,362,11
Linear,B,14,24,False,0.03,16,16,761,760,362,11
Modulo,B,14,24,False,0.037,16,16,1167,760,362,11
AdvModulo,B,14,25,False,3.818,16,16,516197,315424,157694,13
Linear,B,14,25,False,2.027,16,16,315979,315424,157694,13
Modulo,B,14,25,False,3.879,16,16,516197,315424,157694,13
AdvModulo,B,14,26,True,10.001,16,0,953276,948340,474168,13
Linear,B,14,26,False,0.31,16,16,1818,1816,890,13
Modulo,B,14,26,True,10.001,16,0,1010337,1005073,502534,13
AdvModulo,B,14,27,False,1.816,16,0,153978,153601,76801,9
Linear,B,14,27,False,0.446,16,16,34104,34102,17033,13
Modulo,B,14,27,False,1.768,16,0,153978,153601,76801,9
AdvModulo,B,14,28,True,10.001,16,0,968942,965790,482893,18
Linear,B,14,28,True,10.001,16,0,127348,127346,63671,13
Modulo,B,14,28,True,10.001,16,0,1048795,1045383,522690,18
AdvModulo,B,14,29,False,0.037,16,16,2582,2350,1157,16
Linear,B,14,29,False,0.169,16,16,18420,18418,9191,14
Modulo,B,14,29,False,0.066,16,16,2582,2350,1157,16
AdvModulo,B,14,2,False,0.003,16,16,62,34,0,10
Linear,B,14,2,False,0.005,16,16,35,34,0,10
Modulo,B,14,2,False,0.018,16,16,62,34,0,10
AdvModulo,B,14,30,True,10.001,16,0,920537,918226,459111,11
Linear,B,14,30,False,0.283,16,16,3918,3916,1940,13
Modulo,B,14,30,True,10.001,16,0,960363,957947,478972,11
AdvModulo,B,14,31,False,0.006,16,16,65,36,0,11
Linear,B,14,31,False,0.004,16,16,37,36,0,11
Modulo,B,14,31,False,0.014,16,16,65,36,0,11
AdvModulo,B,14,33,True,10.002,16,0,1910631,431510,215754,10
Linear,B,14,33,True,10.001,16,0,2073044,632276,316137,10
Modulo,B,14,33,True,10.002,16,0,1991200,447403,223700,10
AdvModulo,B,14,35,False,0.03,16,16,2539,548,257,10
Linear,B,14,35,False,0.018,16,16,2070,548,257,10
Modulo,B,14,35,False,0.033,16,16,2539,548,257,10
AdvModulo,B,14,37,True,10.001,16,0,4572872,408529,204263,10
Linear,B,14,37,True,10.001,16,0,6617980,678134,339066,10
Modulo,B,14,37,True,10.001,16,0,4883243,437725,218861,10
AdvModulo,B,14,38,False,0.004,16,16,64,35,0,11
Linear,B,14,38,False,0.003,16,16,36,35,0,11
Modulo,B,14,38,False,0.014,16,16,64,35,0,11
AdvModulo,B,14,39,False,0.004,16,16,64,35,0,11
Linear,B,14,39,False,0.005,16,16,36,35,0,11
Modulo,B,14,39,False,0.029,16,16,64,35,0,11
AdvModulo,B,14,3,False,0.003,16,16,49,32,0,1
Linear,B,14,3,False,0.012,16,16,32,32,0,1
Modulo,B,14,3,False,0.01,16,16,49,32,0,1
AdvModulo,B,14,40,False,0.004,16,16,65,35,0,11
Linear,B,14,40,False,0.004,16,16,36,35,0,11
Modulo,B,14,40,False,0.014,16,16,65,35,0,11
AdvModulo,B,14,41,False,0.005,16,16,72,35,0,9
Linear,B,14,41,False,0.005,16,16,36,35,0,9
Modulo,B,14,41,False,0.013,16,16,72,35,0,9
AdvModulo,B,14,42,False,0.006,16,16,69,35,0,11
Linear,B,14,42,False,0.004,16,16,36,35,0,11
Modulo,B,14,42,False,0.013,16,16,69,35,0,11
AdvModulo,B,14,43,False,0.007,16,16,64,35,0,11
Linear,B,14,43,False,0.004,16,16,36,35,0,11
Modulo,B,14,43,False,0.011,16,16,64,35,0,11
AdvModulo,B,14,44,False,0.004,16,16,64,35,0,11
Linear,B,14,44,False,0.007,16,16,36,35,0,11
Modulo,B,14,44,False,0.009,16,16,64,35,0,11
AdvModulo,B,14,45,False,0.004,16,16,64,35,0,11
Linear,B,14,45,False,0.006,16,16,36,35,0,11
Modulo,B,14,45,False,0.011,16,16,64,35,0,11
AdvModulo,B,14,46,False,0.004,16,16,71,35,0,11
Linear,B,14,46,False,0.003,16,16,36,35,0,11
Modulo,B,14,46,False,0.02,16,16,71,35,0,11
AdvModulo,B,14,47,False,0.004,16,16,64,35,0,11
Linear,B,14,47,False,0.01,16,16,36,35,0,11
Modulo,B,14,47,False,0.01,16,16,64,35,0,11
AdvModulo,B,14,48,False,0.004,16,16,69,37,1,12
Linear,B,14,48,False,0.004,16,16,39,37,1,12
Modulo,B,14,48,False,0.01,16,16,69,37,1,12
AdvModulo,B,14,49,False,0.004,16,16,69,35,0,11
Linear,B,14,49,False,0.009,16,16,36,35,0,11
Modulo,B,14,49,False,0.012,16,16,69,35,0,11
AdvModulo,B,14,4,False,6.417,16,16,730166,398612,199287,17
Linear,B,14,4,False,2.742,16,16,411394,398612,199287,17
Modulo,B,14,4,False,5.536,16,16,730166,398612,199287,17
AdvModulo,B,14,50,False,0.004,16,16,68,35,0,11
Linear,B,14,50,False,0.006,16,16,36,35,0,11
Modulo,B,14,50,False,0.011,16,16,68,35,0,11
AdvModulo,B,14,5,False,0.007,16,16,75,40,0,14
Linear,B,14,5,False,0.004,16,16,42,40,0,14
Modulo,B,14,5,False,0.012,16,16,75,40,0,14
AdvModulo,B,14,6,False,0.0,16,0,0,0,1,0
Linear,B,14,6,False,0.001,16,0,0,0,1,0
Modulo,B,14,6,False,0.0,16,0,0,0,1,0
AdvModulo,B,14,7,False,0.006,16,16,78,41,4,3
Linear,B,14,7,False,0.005,16,16,80,79,23,6
Modulo,B,14,7,False,0.025,16,16,78,41,4,3
AdvModulo,B,14,8,False,0.001,16,3,18,11,3,1
Linear,B,14,8,False,0.001,16,3,11,11,3,1
Modulo,B,14,8,False,0.003,16,3,18,11,3,1
AdvModulo,B,14,9,False,0.006,16,16,82,37,0,10
Linear,B,14,9,False,0.005,16,16,39,37,0,10
Modulo,B,14,9,False,0.012,16,16,82,37,0,10
AdvModulo,B,15,0,False,0.0,16,0,0,0,1,0
Linear,B,15,0,False,0.0,16,0,0,0,1,0
Modulo,B,15,0,False,0.0,16,0,0,0,1,0
AdvModulo,B,15,10,False,0.03,16,16,660,411,188,13
Linear,B,15,10,False,0.01,16,16,413,411,188,13
Modulo,B,15,10,False,0.013,16,16,660,411,188,13
AdvModulo,B,15,11,True,10.001,16,0,1015205,1013405,506700,13
Linear,B,15,11,False,0.271,16,16,643,642,303,11
Modulo,B,15,11,True,10.001,16,0,971958,970238,485117,13
AdvModulo,B,15,12,True,13.108,16,0,278,251,124,12
Linear,B,15,12,True,10.001,16,0,90187,90185,45090,13
Modulo,B,15,12,True,13.69,16,0,278,251,124,12
AdvModulo,B,15,13,True,10.001,16,0,852112,846938,423467,11
Linear,B,15,13,False,9.077,16,16,95950,95947,47955,13
Modulo,B,15,13,True,10.001,16,0,808659,803745,401871,11
AdvModulo,B,15,14,True,10.003,16,0,858534,857458,428728,10
Linear,B,15,14,False,0.139,16,16,643,642,303,11
Modulo,B,15,14,True,10.001,16,0,908921,907781,453889,10
AdvModulo,B,15,15,False,0.312,16,16,29276,15530,7747,16
Linear,B,15,15,False,0.143,16,16,15582,15530,7747,16
Modulo,B,15,15,False,0.267,16,16,29276,15530,7747,16
AdvModulo,B,15,16,True,10.002,16,0,588320,587537,293767,17
Linear,B,15,16,True,10.001,16,0,21300,21298,10647,13
Modulo,B,15,16,True,10.001,16,0,564289,563529,281763,17
AdvModulo,B,15,17,False,2.419,16,16,342248,215362,107663,13
Linear,B,15,17,False,1.41,16,16,215537,215362,107663,13
Modulo,B,15,17,False,2.471,16,16,342248,215362,107663,13
AdvModulo,B,15,18,True,10.001,16,0,947729,946537,473267,13
Linear,B,15,18,False,0.11,16,16,477,476,220,11
Modulo,B,15,18,True,10.001,16,0,982061,980829,490413,13
AdvModulo,B,15,19,True,10.001,16,0,802397,801009,400503,10
Linear,B,15,19,False,0.054,16,16,941,940,452,11
Modulo,B,15,19,True,10.001,16,0,802138,800750,400374,10
AdvModulo,B,15,1,False,0.0,16,0,0,0,1,0
Linear,B,15,1,False,0.0,16,0,0,0,1,0
Modulo,B,15,1,False,0.0,16,0,0,0,1,0
AdvModulo,B,15,20,True,16.48,16,0,129072,128898,64448,18
Linear,B,15,20,True,10.001,16,0,36490,36488,18242,13
Modulo,B,15,20,True,16.658,16,0,129072,128898,64448,18
AdvModulo,B,15,21,True,10.001,16,0,646485,639054,319525,11
Linear,B,15,21,False,1.537,16,16,6108,6106,3035,13
Modulo,B,15,21,True,10.001,16,0,702534,694459,347228,11
AdvModulo,B,15,22,True,10.009,16,0,763790,762637,381318,9
Linear,B,15,22,False,0.433,16,16,16114,16112,8038,13
Modulo,B,15,22,True,10.001,16,0,839071,837810,418904,9
AdvModulo,B,15,23,True,10.001,16,0,937849,936668,468332,11
Linear,B,15,23,False,0.044,16,16,1265,1264,614,11
Modulo,B,15,23,True,10.001,16,0,1015009,1013732,506864,11
AdvModulo,B,15,24,False,0.029,16,16,774,498,231,11
Linear,B,15,24,False,0.099,16,16,499,498,231,11
Modulo,B,15,24,False,0.034,16,16,774,498,231,11
AdvModulo,B,15,25,False,3.819,16,16,516197,315424,157694,13
Linear,B,15,25,False,2.102,16,16,315979,315424,157694,13
Modulo,B,15,25,False,3.787,16,16,516197,315424,157694,13
AdvModulo,B,15,26,True,10.001,16,0,1069458,1066866,533431,13
Linear,B,15,26,False,0.178,16,16,445,444,204,11
Modulo,B,15,26,True,10.001,16,0,1063412,1060836,530416,13
AdvModulo,B,15,27,True,10.001,16,0,908205,907053,453526,25
Linear,B,15,27,False,0.436,16,16,34104,34102,17033,13
Modulo,B,15,27,True,10.001,16,0,958910,957693,478845,25
AdvModulo,B,15,28,True,10.002,16,0,970057,968490,484243,18
Linear,B,15,28,True,10.001,16,0,71578,71576,35786,13
Modulo,B,15,28,True,10.001,16,0,1070971,1069256,534626,18
AdvModulo,B,15,29,False,0.036,16,16,2582,2350,1157,16
Linear,B,15,29,False,0.165,16,16,18420,18418,9191,14
Modulo,B,15,29,False,0.039,16,16,2582,2350,1157,16
AdvModulo,B,15,2,False,0.005,16,16,62,34,0,10
Linear,B,15,2,False,0.004,16,16,35,34,0,10
Modulo,B,15,2,False,0.008,16,16,62,34,0,10
AdvModulo,B,15,30,True,10.001,16,0,981657,980408,490202,11
Linear,B,15,30,False,0.217,16,16,3265,3264,1614,11
Modulo,B,15,30,True,10.002,16,0,996215,994950,497473,11
AdvModulo,B,15,31,False,0.008,16,16,65,36,0,11
Linear,B,15,31,False,0.005,16,16,37,36,0,11
Modulo,B,15,31,False,0.026,16,16,65,36,0,11
AdvModulo,B,15,33,True,10.001,16,0,2029359,455046,227522,10
Linear,B,15,33,True,10.001,16,0,2062043,629007,314502,10
Modulo,B,15,33,True,10.001,16,0,2012094,451558,225778,10
AdvModulo,B,15,35,False,0.051,16,16,2539,548,257,10
Linear,B,15,35,False,0.031,16,16,2070,548,257,10
Modulo,B,15,35,False,0.019,16,16,2539,548,257,10
AdvModulo,B,15,37,True,10.001,16,0,4553749,406385,203191,10
Linear,B,15,37,True,10.001,16,0,6339962,647030,323514,10
Modulo,B,15,37,True,10.001,16,0,4660298,416234,208116,10
AdvModulo,B,15,38,False,0.007,16,16,64,35,0,11
Linear,B,15,38,False,0.005,16,16,36,35,0,11
Modulo,B,15,38,False,0.011,16,16,64,35,0,11
AdvModulo,B,15,39,False,0.004,16,16,64,35,0,11
Linear,B,15,39,False,0.007,16,16,36,35,0,11
Modulo,B,15,39,False,0.013,16,16,64,35,0,11
AdvModulo,B,15,3,False,0.003,16,16,49,32,0,1
Linear,B,15,3,False,0.005,16,16,32,32,0,1
Modulo,B,15,3,False,0.022,16,16,49,32,0,1
AdvModulo,B,15,40,False,0.015,16,16,65,35,0,11
Linear,B,15,40,False,0.004,16,16,36,35,0,11
Modulo,B,15,40,False,0.012,16,16,65,35,0,11
AdvModulo,B,15,41,False,0.004,16,16,72,35,0,9
Linear,B,15,41,False,0.005,16,16,36,35,0,9
Modulo,B,15,41,False,0.012,16,16,72,35,0,9
AdvModulo,B,15,42,False,0.004,16,16,69,35,0,11
Linear,B,15,42,False,0.007,16,16,36,35,0,11
Modulo,B,15,42,False,0.012,16,16,69,35,0,11
AdvModulo,B,15,43,False,0.004,16,16,64,35,0,11
Linear,B,15,43,False,0.004,16,16,36,35,0,11
Modulo,B,15,43,False,0.013,16,16,64,35,0,11
AdvModulo,B,15,44,False,0.007,16,16,64,35,0,11
Linear,B,15,44,False,0.004,16,16,36,35,0,11
Modulo,B,15,44,False,0.009,16,16,64,35,0,11
AdvModulo,B,15,45,False,0.004,16,16,64,35,0,11
Linear,B,15,45,False,0.006,16,16,36,35,0,11
Modulo,B,15,45,False,0.009,16,16,64,35,0,11
AdvModulo,B,15,46,False,0.004,16,16,71,35,0,11
Linear,B,15,46,False,0.006,16,16,36,35,0,11
Modulo,B,15,46,False,0.01,16,16,71,35,0,11
AdvModulo,B,15,47,False,0.004,16,16,64,35,0,11
Linear,B,15,47,False,0.004,16,16,36,35,0,11
Modulo,B,15,47,False,0.012,16,16,64,35,0,11
AdvModulo,B,15,48,False,0.006,16,16,69,37,1,12
Linear,B,15,48,False,0.003,16,16,39,37,1,12
Modulo,B,15,48,False,0.01,16,16,69,37,1,12
AdvModulo,B,15,49,False,0.003,16,16,69,35,0,11
Linear,B,15,49,False,0.004,16,16,36,35,0,11
Modulo,B,15,49,False,0.009,16,16,69,35,0,11
AdvModulo,B,15,4,False,6.07,16,16,730166,398612,199287,17
Linear,B,15,4,False,2.671,16,16,411394,398612,199287,17
Modulo,B,15,4,False,6.02,16,16,730166,398612,199287,17
AdvModulo,B,15,50,False,0.008,16,16,68,35,0,11
Linear,B,15,50,False,0.005,16,16,36,35,0,11
Modulo,B,15,50,False,0.012,16,16,68,35,0,11
AdvModulo,B,15,5,False,0.005,16,16,75,40,0,14
Linear,B,15,5,False,0.008,16,16,42,40,0,14
Modulo,B,15,5,False,0.022,16,16,75,40,0,14
AdvModulo,B,15,6,False,0.0,16,0,0,0,1,0
Linear,B,15,6,False,0.0,16,0,0,0,1,0
Modulo,B,15,6,False,0.0,16,0,0,0,1,0
AdvModulo,B,15,7,False,0.008,16,16,78,41,4,3
Linear,B,15,7,False,0.004,16,16,80,79,23,6
Modulo,B,15,7,False,0.013,16,16,78,41,4,3
AdvModulo,B,15,8,False,0.001,16,3,18,11,3,1
Linear,B,15,8,False,0.001,16,3,11,11,3,1
Modulo,B,15,8,False,0.003,16,3,18,11,3,1
AdvModulo,B,15,9,False,0.007,16,16,82,37,0,10
Linear,B,15,9,False,0.003,16,16,39,37,0,10
Modulo,B,15,9,False,0.011,16,16,82,37,0,10
AdvModulo,B,16,0,False,0.001,16,0,0,0,1,0
Linear,B,16,0,False,0.0,16,0,0,0,1,0
Modulo,B,16,0,False,0.0,16,0,0,0,1,0
AdvModulo,B,16,10,False,0.009,16,16,660,411,188,13
Linear,B,16,10,False,0.007,16,16,413,411,188,13
Modulo,B,16,10,False,0.013,16,16,660,411,188,13
AdvModulo,B,16,11,True,10.001,16,0,946428,945596,472796,13
Linear,B,16,11,False,0.274,16,16,305,304,134,11
Modulo,B,16,11,True,10.006,16,0,1025509,1024605,512300,13
AdvModulo,B,16,12,False,0.03,16,16,988,862,413,20
Linear,B,16,12,True,10.002,16,0,45736,45734,22865,13
Modulo,B,16,12,False,0.035,16,16,988,862,413,20
AdvModulo,B,16,13,False,0.014,16,16,496,451,208,12
Linear,B,16,13,True,10.001,16,0,54010,54008,27002,13
Modulo,B,16,13,False,0.02,16,16,496,451,208,12
AdvModulo,B,16,14,True,10.001,16,0,865079,864523,432260,18
Linear,B,16,14,False,0.158,16,16,375,374,169,11
Modulo,B,16,14,True,10.001,16,0,940635,940031,470014,18
AdvModulo,B,16,15,False,0.268,16,16,29276,15530,7747,16
Linear,B,16,15,False,0.138,16,16,15582,15530,7747,16
Modulo,B,16,15,False,0.257,16,16,29276,15530,7747,16
AdvModulo,B,16,16,False,0.282,16,16,25305,25267,12616,19
Linear,B,16,16,False,0.403,16,16,421,420,192,11
Modulo,B,16,16,False,0.27,16,16,25305,25267,12616,19
AdvModulo,B,16,17,False,2.569,16,16,342248,215362,107663,13
Linear,B,16,17,False,1.545,16,16,215537,215362,107663,13
Modulo,B,16,17,False,2.49,16,16,342248,215362,107663,13
AdvModulo,B,16,18,True,10.03,16,0,897623,897047,448522,13
Linear,B,16,18,False,0.228,16,16,157,156,60,11
Modulo,B,16,18,True,10.003,16,0,993268,992636,496317,13
AdvModulo,B,16,19,True,12.762,16,0,1437,1358,678,10
Linear,B,16,19,False,0.066,16,16,907,906,435,11
Modulo,B,16,19,True,12.693,16,0,1437,1358,678,10
AdvModulo,B,16,1,False,0.002,16,0,0,0,1,0
Linear,B,16,1,False,0.001,16,0,0,0,1,0
Modulo,B,16,1,False,0.0,16,0,0,0,1,0
AdvModulo,B,16,20,True,26.853,16,0,997753,997110,498554,18
Linear,B,16,20,True,10.002,16,0,15438,15436,7716,13
Modulo,B,16,20,True,10.002,16,0,956736,956117,478057,18
AdvModulo,B,16,21,True,10.001,16,0,416630,407776,203886,11
Linear,B,16,21,False,6.222,16,16,11628,11626,5795,14
Modulo,B,16,21,True,10.001,16,0,390002,381709,190853,11
